maintenance_id,vehicle_id,service_date,cost,description
619,208,2023-02-19,301076.0,Tyre replacement
620,208,2023-10-04,640253.04,Electrical fault
621,209,2023-10-30,481545.53,Tyre replacement
622,209,2024-07-25,457583.91,Brake replacement
623,210,2023-09-25,529394.31,Routine service
624,211,2024-01-07,298325.02,Brake replacement
625,211,2024-11-27,258201.24,Electrical fault
626,211,2025-09-03,508865.91,Engine repair
627,211,2025-01-30,706258.93,Bodywork
628,212,2025-06-23,625938.54,Electrical fault
629,213,2024-10-09,35584.96,Electrical fault
630,213,2023-03-08,753718.64,Brake replacement
631,213,2023-05-23,469481.42,Tyre replacement
632,213,2023-11-12,784127.04,Routine service
633,214,2024-01-31,218887.22,Brake replacement
634,214,2026-02-25,338815.93,Electrical fault
635,214,2024-07-19,583476.46,Electrical fault
636,214,2023-03-01,403422.31,Engine repair
637,214,2023-09-25,493855.46,Bodywork
638,215,2025-03-02,364825.84,Electrical fault
639,216,2024-09-29,535160.01,Routine service
640,216,2024-05-29,45996.87,Brake replacement
641,216,2024-01-05,851596.21,Routine service
642,216,2025-07-12,300195.54,Engine repair
643,217,2024-08-24,843399.43,Engine repair
644,217,2023-11-30,562364.88,Tyre replacement
645,217,2026-05-14,578111.96,Bodywork
646,217,2024-06-04,448244.94,Routine service
647,217,2024-06-30,516889.72,Routine service
648,218,2024-07-01,138068.13,Tyre replacement
649,219,2026-04-19,184394.59,Tyre replacement
650,219,2024-06-21,45418.13,Brake replacement
651,219,2023-07-30,166080.71,Tyre replacement
652,220,2023-10-12,33745.23,Routine service
653,220,2023-07-16,205998.32,Tyre replacement
654,220,2023-12-08,426382.09,Bodywork
655,220,2023-06-09,602090.12,Engine repair
656,221,2024-02-11,513480.63,Electrical fault
657,221,2023-12-11,265330.24,Engine repair
658,221,2024-12-14,291442.58,Routine service
659,221,2025-03-06,547356.77,Bodywork
660,222,2025-06-15,765189.96,Routine service
661,222,2025-09-28,346827.09,Engine repair
662,222,2023-12-25,347018.41,Routine service
663,223,2023-04-17,805786.02,Tyre replacement
664,223,2024-07-22,884225.31,Tyre replacement
665,223,2023-05-11,680915.47,Bodywork
666,224,2024-01-05,647941.18,Bodywork
667,225,2026-05-06,218249.68,Tyre replacement
668,225,2023-08-22,627751.73,Routine service
669,225,2025-08-13,482667.12,Brake replacement
670,225,2026-03-24,397997.99,Brake replacement
671,225,2023-02-26,836566.13,Tyre replacement
672,226,2025-12-22,848670.46,Tyre replacement
673,226,2025-08-10,607767.26,Brake replacement
674,226,2025-04-23,772438.19,Bodywork
675,226,2025-04-22,884357.33,Engine repair
676,227,2025-02-07,671754.83,Bodywork
677,227,2025-07-26,877919.06,Bodywork
678,227,2025-03-02,501149.98,Brake replacement
679,227,2024-11-13,417811.45,Bodywork
680,227,2024-05-10,507745.41,Tyre replacement
681,228,2023-04-19,80741.88,Tyre replacement
682,228,2024-09-06,307272.93,Brake replacement
683,228,2026-05-03,707600.57,Electrical fault
684,229,2024-01-07,26404.03,Brake replacement
685,230,2024-03-01,663925.28,Tyre replacement
686,230,2025-10-10,886887.62,Electrical fault
687,230,2024-11-24,558384.76,Brake replacement
688,231,2024-09-07,489160.42,Engine repair
689,231,2026-05-03,761785.57,Brake replacement
690,232,2023-06-25,805103.12,Electrical fault
691,232,2023-06-17,252662.34,Engine repair
692,232,2026-01-08,659645.89,Brake replacement
693,232,2025-10-14,236543.76,Tyre replacement
694,232,2026-01-20,538918.75,Tyre replacement
695,233,2026-02-01,764237.12,Bodywork
696,233,2025-08-08,32507.19,Routine service
697,233,2025-04-25,204269.29,Routine service
698,233,2025-07-19,642894.92,Routine service
699,234,2023-09-03,164078.18,Bodywork
700,234,2025-01-01,76265.36,Electrical fault
701,234,2023-09-01,381154.43,Bodywork
702,234,2023-11-27,545302.07,Electrical fault
703,234,2023-04-17,284536.46,Engine repair
704,235,2023-05-22,567614.02,Routine service
705,235,2025-02-25,851304.97,Tyre replacement
706,235,2026-03-20,834299.68,Bodywork
707,236,2026-02-17,674821.27,Tyre replacement
708,236,2023-07-19,547761.65,Routine service
709,236,2025-07-03,722197.95,Brake replacement
710,237,2023-06-04,796865.32,Brake replacement
711,237,2023-08-06,254761.62,Engine repair
712,237,2023-05-04,736235.41,Tyre replacement
713,237,2023-11-18,832796.12,Routine service
714,238,2025-04-12,415411.81,Engine repair
715,238,2024-06-16,774088.42,Electrical fault
716,238,2025-12-23,710366.87,Electrical fault
717,239,2025-07-14,501431.49,Tyre replacement
718,239,2024-12-23,311165.83,Routine service
719,239,2025-11-03,700253.74,Routine service
720,239,2026-03-30,575059.72,Electrical fault
721,240,2024-06-12,587142.54,Routine service
722,240,2023-08-21,150749.24,Brake replacement
723,241,2025-05-06,38418.63,Brake replacement
724,241,2023-10-17,790914.06,Electrical fault
725,242,2024-06-06,505464.09,Engine repair
726,242,2024-06-30,222778.73,Tyre replacement
727,243,2026-01-27,699848.45,Tyre replacement
728,243,2023-11-15,402468.71,Brake replacement
729,243,2024-08-19,322728.88,Engine repair
730,243,2023-12-14,684314.59,Brake replacement
731,243,2024-07-11,325268.44,Brake replacement
732,244,2024-06-04,646747.25,Routine service
733,245,2023-05-22,713541.68,Brake replacement
734,245,2024-12-04,47161.08,Routine service
735,246,2023-04-09,251100.61,Electrical fault
736,246,2023-01-21,399663.45,Bodywork
737,247,2023-09-28,199511.72,Tyre replacement
738,248,2023-04-25,569940.5,Tyre replacement
739,248,2023-01-07,735619.63,Routine service
740,248,2023-02-03,118123.67,Engine repair
741,248,2023-11-19,80774.77,Routine service
742,249,2025-02-03,308639.6,Electrical fault
743,249,2023-02-10,206492.09,Bodywork
744,250,2024-09-10,600856.24,Brake replacement
745,250,2023-11-06,768151.59,Bodywork
746,251,2024-08-23,566992.24,Bodywork
747,251,2025-11-27,501063.66,Brake replacement
748,251,2026-06-11,779616.22,Brake replacement
749,252,2026-02-07,714371.48,Engine repair
750,252,2025-02-06,34742.36,Engine repair
751,253,2023-03-13,784730.73,Bodywork
752,253,2025-09-16,772117.16,Tyre replacement
753,253,2024-04-25,769081.36,Brake replacement
754,254,2025-05-23,522926.88,Electrical fault
755,254,2026-04-25,143520.93,Brake replacement
756,255,2024-08-01,716108.85,Engine repair
757,255,2023-05-19,104798.64,Engine repair
758,255,2024-08-12,252914.02,Engine repair
759,255,2024-09-21,797797.8,Tyre replacement
760,255,2023-11-12,155926.89,Brake replacement
761,256,2026-01-15,129052.84,Electrical fault
762,256,2023-01-14,90538.34,Bodywork
763,256,2026-04-13,823048.93,Routine service
764,256,2024-02-21,824005.49,Brake replacement
765,257,2025-05-16,36115.45,Brake replacement
766,257,2025-05-03,745018.55,Routine service
767,257,2024-06-21,261649.93,Bodywork
768,257,2026-04-24,379823.83,Routine service
769,258,2025-12-31,890910.57,Engine repair
770,258,2025-07-07,830135.19,Electrical fault
771,259,2023-08-10,838537.18,Routine service
772,260,2024-01-15,403673.21,Brake replacement
773,260,2025-09-11,703920.26,Tyre replacement
774,260,2024-09-16,767012.39,Engine repair
775,260,2025-06-07,549849.32,Engine repair
776,261,2025-02-12,263788.52,Bodywork
777,261,2025-08-07,806313.38,Tyre replacement
778,261,2023-10-02,51080.34,Bodywork
779,262,2024-08-31,35792.06,Bodywork
780,262,2023-07-31,887733.5,Tyre replacement
781,263,2025-02-16,83591.45,Bodywork
782,263,2024-01-27,79194.29,Tyre replacement
783,263,2025-05-06,155581.37,Bodywork
784,263,2025-04-21,562551.35,Electrical fault
785,263,2025-02-14,557325.85,Routine service
786,264,2024-10-27,427519.65,Brake replacement
787,264,2024-11-28,649395.11,Engine repair
788,264,2024-11-05,307201.13,Bodywork
789,264,2023-03-10,737928.62,Bodywork
790,264,2024-11-22,325328.29,Tyre replacement
791,265,2023-12-15,223333.36,Tyre replacement
792,265,2025-10-17,820071.87,Electrical fault
793,265,2024-01-08,724940.83,Routine service
794,265,2025-12-21,833924.43,Brake replacement
795,266,2023-04-20,621730.57,Brake replacement
796,266,2025-03-10,577035.45,Routine service
797,266,2025-01-29,178318.87,Brake replacement
798,266,2024-10-26,120711.96,Electrical fault
799,267,2026-04-12,399676.68,Electrical fault
800,267,2024-02-15,254372.39,Bodywork
801,267,2023-03-20,193540.6,Bodywork
802,268,2025-06-19,339639.96,Brake replacement
803,268,2023-06-13,315444.87,Brake replacement
804,269,2024-08-17,484597.73,Electrical fault
805,270,2025-06-14,713796.53,Brake replacement
806,270,2026-03-21,151858.33,Tyre replacement
807,270,2024-06-14,393181.43,Brake replacement
808,270,2023-02-26,466673.72,Routine service
809,271,2025-01-22,202788.07,Bodywork
810,271,2023-08-21,297350.26,Electrical fault
811,272,2025-06-23,816558.0,Brake replacement
812,272,2024-09-08,580078.36,Brake replacement
813,272,2025-04-03,537869.59,Electrical fault
814,272,2024-12-20,212840.83,Routine service
815,272,2026-04-05,365507.0,Routine service
816,273,2025-02-20,501857.25,Engine repair
817,273,2024-07-08,647354.26,Bodywork
818,273,2025-10-31,186393.56,Tyre replacement
819,273,2025-07-22,336949.23,Tyre replacement
820,274,2025-09-29,109128.61,Routine service
821,274,2026-03-19,753816.14,Tyre replacement
822,274,2025-01-31,477243.34,Routine service
823,274,2025-07-03,671767.3,Electrical fault
824,274,2023-05-21,688405.01,Brake replacement
825,275,2026-05-19,507697.35,Brake replacement
826,275,2026-06-24,372450.18,Brake replacement
827,275,2023-08-30,739825.05,Engine repair
828,275,2025-03-07,593528.73,Engine repair
829,275,2025-09-09,107998.22,Electrical fault
830,276,2024-01-17,555268.22,Bodywork
831,276,2023-07-07,476149.81,Bodywork
832,276,2025-09-13,326432.09,Brake replacement
833,276,2024-09-13,526190.64,Bodywork
834,276,2025-11-16,30458.42,Electrical fault
835,277,2023-03-07,136305.55,Routine service
836,278,2024-01-21,395580.06,Electrical fault
837,278,2023-07-14,165466.04,Engine repair
838,279,2025-09-12,298417.54,Engine repair
839,280,2023-02-28,191194.94,Brake replacement
840,281,2024-02-05,40726.21,Brake replacement
841,281,2024-02-20,174741.7,Brake replacement
842,281,2023-10-05,253209.28,Tyre replacement
843,281,2024-10-09,399309.08,Engine repair
844,281,2023-02-15,112183.62,Engine repair
845,282,2023-03-01,298041.73,Bodywork
846,282,2023-02-06,488507.14,Tyre replacement
847,282,2024-04-22,290943.84,Electrical fault
848,282,2023-12-19,208507.14,Tyre replacement
849,282,2024-05-19,602892.38,Routine service
850,283,2025-02-16,664071.18,Brake replacement
851,283,2026-01-11,512575.48,Brake replacement
852,283,2025-07-02,189107.73,Tyre replacement
853,284,2024-07-11,88903.53,Tyre replacement
854,284,2025-04-12,497035.9,Bodywork
855,284,2026-06-29,216781.92,Electrical fault
856,284,2025-03-04,73933.97,Electrical fault
857,284,2026-04-17,658771.15,Routine service
858,285,2024-04-21,226944.51,Brake replacement
859,285,2023-01-07,701430.15,Tyre replacement
860,286,2023-12-19,675168.94,Brake replacement
861,287,2025-09-25,49775.08,Routine service
862,287,2023-10-01,312677.5,Routine service
863,288,2024-05-27,258811.71,Electrical fault
864,288,2024-01-19,857843.88,Bodywork
865,289,2024-01-04,399324.11,Electrical fault
866,290,2025-02-01,276976.24,Routine service
867,290,2024-08-05,757737.92,Engine repair
868,290,2025-08-22,496299.77,Routine service
869,290,2024-01-04,59736.36,Engine repair
870,291,2025-01-14,802916.22,Engine repair
871,291,2023-02-15,176670.29,Bodywork
872,291,2023-10-31,603666.97,Brake replacement
873,292,2024-05-19,316202.5,Engine repair
874,292,2023-07-15,515119.69,Electrical fault
875,292,2023-10-22,533167.34,Brake replacement
876,292,2025-05-25,648061.26,Bodywork
877,292,2023-05-14,772582.83,Bodywork
878,293,2023-11-27,244612.5,Routine service
879,293,2024-11-28,628721.91,Routine service
880,294,2025-04-04,813560.36,Engine repair
881,294,2026-01-23,641923.79,Tyre replacement
882,294,2024-03-18,324235.4,Bodywork
883,294,2025-12-09,751199.14,Bodywork
884,294,2026-04-26,725734.92,Electrical fault
885,295,2024-11-25,239142.77,Brake replacement
886,295,2026-01-08,444233.81,Bodywork
887,295,2025-12-11,501761.02,Routine service
888,295,2026-05-24,432158.53,Brake replacement
889,296,2024-04-07,760765.53,Routine service
890,296,2025-11-09,79852.48,Engine repair
891,297,2025-07-28,336080.67,Bodywork
892,298,2024-05-09,343553.22,Routine service
893,298,2024-03-13,128193.18,Tyre replacement
894,298,2024-05-19,294885.73,Engine repair
895,298,2024-11-03,150336.44,Bodywork
896,298,2024-01-11,427419.17,Electrical fault
897,299,2026-03-05,104015.44,Bodywork
898,299,2025-06-06,662748.72,Brake replacement
899,299,2023-05-05,350619.33,Brake replacement
900,299,2026-03-06,404489.96,Bodywork
901,300,2024-01-10,37674.77,Engine repair
902,300,2023-04-23,244201.04,Engine repair
903,301,2023-01-27,831697.97,Brake replacement
904,301,2024-09-08,745323.09,Brake replacement
905,301,2024-05-11,547286.84,Bodywork
906,302,2025-10-06,197929.36,Engine repair
907,302,2026-02-15,409831.99,Tyre replacement
908,302,2025-11-16,374380.9,Bodywork
909,302,2026-04-17,603976.2,Brake replacement
910,302,2026-03-23,115329.75,Routine service
911,303,2023-12-22,888087.56,Routine service
912,304,2025-12-24,201378.52,Engine repair
913,305,2023-06-26,351109.39,Engine repair
914,305,2026-01-07,462562.08,Routine service
915,305,2023-04-21,384080.3,Engine repair
916,306,2026-04-04,722386.47,Electrical fault
917,306,2025-09-05,346692.1,Engine repair
918,306,2026-01-07,623629.46,Brake replacement
919,307,2023-12-26,450034.25,Electrical fault
920,307,2026-03-30,259744.34,Bodywork
921,307,2025-05-27,37050.85,Engine repair
922,308,2023-04-24,620450.04,Bodywork
923,308,2023-04-06,712301.69,Brake replacement
924,308,2023-02-10,144628.71,Electrical fault
925,308,2026-05-22,187948.48,Bodywork
926,308,2023-05-25,204442.42,Brake replacement
927,309,2024-03-25,840369.59,Tyre replacement
928,309,2025-05-21,400227.26,Brake replacement
929,309,2023-04-10,111541.83,Brake replacement
930,309,2025-10-22,623972.93,Routine service
931,309,2024-08-07,147115.45,Tyre replacement
932,310,2026-03-16,897273.62,Bodywork
